_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681459693,FALSE,finalized,3,2/25/15 8:50,positive,0.681,,,Delta,,phil0616,,0,@JetBlue thanks,,2/18/15 7:50,5.68075E+17,"Florida, USA",
681459694,FALSE,finalized,3,2/25/15 9:22,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue Celebrates 15-Year Anniversary With New Livery - @CNNMoney http://t.co/p7skxZVe1A,,2/18/15 7:36,5.68071E+17,USA,Sydney
681459695,FALSE,finalized,3,2/25/15 7:47,negative,0.6803,Customer Service Issue,0.6803,Delta,,duendecillita,,0,"@JetBlue spoken to 2 reps. Once I'm allowed to check my bag and through the TSA checkpoint, I guarantee I will be talking to someone.",,2/18/15 7:27,5.68069E+17,NYC,Eastern Time (US & Canada)
681459696,FALSE,finalized,3,2/25/15 4:46,negative,1,longlines,1,Delta,,duendecillita,,0,@JetBlue and the 20min line I stood in to drop my bag off?,,2/18/15 7:26,5.68069E+17,NYC,Eastern Time (US & Canada)
681459697,FALSE,finalized,3,2/25/15 9:25,positive,1,,,Delta,,michaelpweaver,,0,@JetBlue credit to you for replying.  I‰ЫЄll look forward to hopefully one of those 103 on my flight home tonight :),"[0.0, 0.0]",2/18/15 7:26,5.68069E+17,Parkland Fl,Eastern Time (US & Canada)
681459698,FALSE,finalized,3,2/25/15 2:48,positive,1,,,Delta,,SweetLilYou,,0,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue","[28.4261453, -81.2998841]",2/18/15 7:18,5.68067E+17,Rhode Island ,Eastern Time (US & Canada)
681459699,FALSE,finalized,3,2/25/15 9:27,negative,1,Late Flight,0.6424,Delta,,duendecillita,,0,"@JetBlue got txt  40min after sched dpt, saying plane had just arrived @ JFK. Late Flightr txt w/ dpt gate change. Then 9:04 dpt for 7:40 flight.",,2/18/15 7:15,5.68066E+17,NYC,Eastern Time (US & Canada)
681459700,FALSE,finalized,3,2/25/15 2:59,negative,1,Late Flight,1,Delta,,duendecillita,,0,@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,,2/18/15 7:07,5.68064E+17,NYC,Eastern Time (US & Canada)
681459701,FALSE,finalized,3,2/25/15 0:46,positive,1,,,Delta,,Paul_Conn,,0,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,,2/18/15 7:06,5.68064E+17,New York,Eastern Time (US & Canada)
681459702,FALSE,finalized,3,2/25/15 4:48,negative,1,Customer Service Issue,1,Delta,,fatlifeguard,,0,@JetBlue my son left his iPad on flight 1401 from JFK to FLL on Monday. I called and left message and have no heard back. Seat 25A.,,2/18/15 6:48,5.68059E+17,"Long Beach, NY",
681459704,FALSE,finalized,3,2/25/15 9:26,positive,1,,,Delta,,Paul_Conn,,0,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.,,2/18/15 6:37,5.68057E+17,New York,Eastern Time (US & Canada)
681459705,FALSE,finalized,3,2/25/15 8:05,positive,1,,,Delta,,kessler,,0,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!,,2/18/15 6:19,5.68052E+17,"New York, NY",Eastern Time (US & Canada)
681459706,FALSE,finalized,3,2/25/15 9:05,negative,1,Customer Service Issue,0.6592,Delta,,MerrickRealtor,,0,@JetBlue all taken care of .... Other then the dropped call and the total half hour wait #love #jetblue,,2/18/15 6:15,5.68051E+17,Merrick,America/New_York
681459707,FALSE,finalized,3,2/25/15 7:44,positive,1,,,Delta,,MyPowerPose,,0,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,,2/18/15 5:54,5.68046E+17,San Francisco Bay Area,Arizona
681459708,FALSE,finalized,3,2/25/15 4:22,positive,0.6663,,0,Delta,,noplasticshower,,0,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,,2/18/15 5:53,5.68046E+17,planet earth,
681459709,FALSE,finalized,3,2/25/15 1:53,neutral,1,,,Delta,,BrianWalkerCHI,,0,@JetBlue Social Media Takes Flight with Fly #LikeAGirl - What brand lesson can we learn?  #SMM #Brand  https://t.co/nTGl2WnQVM,,2/18/15 5:53,5.68046E+17,"Chicago, an Airplane or Train ",Central Time (US & Canada)
681459710,FALSE,finalized,3,2/25/15 1:01,neutral,1,,,Delta,,MerrickRealtor,,0,@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight,,2/18/15 5:52,5.68045E+17,Merrick,America/New_York
681459711,FALSE,finalized,3,2/25/15 5:10,negative,1,Late Flight,0.3478,Delta,,dannygilbs,,0,"@JetBlue you stood me up last night, but I'm giving you a second chance. I'm just a boy, tweeting an airline, asking them to fly him home.",,2/18/15 5:49,5.68045E+17,"New York, NY",Eastern Time (US & Canada)
681459712,FALSE,finalized,3,2/25/15 4:22,negative,1,Customer Service Issue,1,Delta,,MerrickRealtor,,0,@JetBlue waited for 15 min then got disconnect,,2/18/15 5:42,5.68043E+17,Merrick,America/New_York
681459713,FALSE,finalized,3,2/25/15 2:55,positive,1,,,Delta,,ErinMBarlow,,0,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,"[18.22245647, -63.00369733]",2/18/15 5:35,5.68041E+17,,Eastern Time (US & Canada)
681459714,FALSE,finalized,3,2/25/15 10:08,negative,1,Customer Service Issue,1,Delta,,MerrickRealtor,,0,@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,,2/18/15 5:35,5.68041E+17,Merrick,America/New_York
681459715,FALSE,finalized,3,2/25/15 6:44,positive,1,,,Delta,,ErinMBarlow,,0,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!","[18.22245647, -63.00369733]",2/18/15 5:35,5.68041E+17,,Eastern Time (US & Canada)
681459716,FALSE,finalized,3,2/25/15 4:45,positive,1,,,Delta,,ErinMBarlow,,0,"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!","[18.22245747, -63.00369895]",2/18/15 5:27,5.68039E+17,,Eastern Time (US & Canada)
681459717,FALSE,finalized,3,2/25/15 6:30,positive,1,,,Delta,,KarlMiller,,1,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,,2/18/15 5:16,5.68036E+17,"Round Rock, TX",Central Time (US & Canada)
681459718,FALSE,finalized,3,2/25/15 9:31,negative,1,Customer Service Issue,0.6788,Delta,,rjburnsva,,0,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess,,2/18/15 5:07,5.68034E+17,,Eastern Time (US & Canada)
681459719,FALSE,finalized,3,2/25/15 9:23,negative,1,Can't Tell,0.6334,Delta,,bmose14,,0,"@JetBlue just a heads up, this page no longer exists http://t.co/NsJWVTTjGo",,2/18/15 4:58,5.68032E+17,"Boston, MA",Eastern Time (US & Canada)
681459720,FALSE,finalized,3,2/25/15 7:55,neutral,0.6469,,,Delta,,philpete,,0,@JetBlue deal!,,2/18/15 4:50,5.6803E+17,London,London
681459721,FALSE,finalized,3,2/25/15 3:09,neutral,0.6667,,,Delta,,philpete,,0,@JetBlue @drwinston001 I think we'll need a selfie as proof...,,2/18/15 4:45,5.68028E+17,London,London
681459722,FALSE,finalized,3,2/25/15 0:32,negative,0.6919,Can't Tell,0.6919,Delta,,drwinston001,,0,@JetBlue @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?,,2/18/15 4:42,5.68028E+17,South West UK,London
681459723,FALSE,finalized,3,2/25/15 7:25,positive,1,,,Delta,,philpete,,0,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",,2/18/15 4:41,5.68027E+17,London,London
681459724,FALSE,finalized,3,2/25/15 2:20,negative,1,Cancelled Flight,0.6545,Delta,,rjburnsva,,0,@JetBlue they say they have no update. I don't work I don't get paid.  Jet blue has my money but no flight. Argh!,,2/18/15 4:31,5.68025E+17,,Eastern Time (US & Canada)
681459725,FALSE,finalized,3,2/25/15 9:24,negative,0.6277,Can't Tell,0.6277,Delta,,rjburnsva,,0,@JetBlue no news here at the gate. What are my options?,,2/18/15 4:25,5.68024E+17,,Eastern Time (US & Canada)
681459726,FALSE,finalized,3,2/25/15 10:07,positive,0.6507,,,Delta,,heyjdoan,,0,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!,,2/18/15 4:12,5.6802E+17,"Cambridge, MA",Eastern Time (US & Canada)
681459727,FALSE,finalized,3,2/25/15 8:56,negative,1,Late Flight,0.6657,Delta,,rjburnsva,,0,@JetBlue well I'm glad I got up at 5 am so I can sit in an airport.  No place else I'd rather be (not),,2/18/15 4:05,5.68018E+17,,Eastern Time (US & Canada)
681459728,FALSE,finalized,3,2/25/15 7:30,negative,0.6628,Customer Service Issue,0.357,Delta,,MerrickRealtor,,0,@JetBlue  no ... I am guessing I have to call someone,,2/18/15 4:03,5.68018E+17,Merrick,America/New_York
681459729,FALSE,finalized,3,2/25/15 6:50,negative,1,Late Flight,1,Delta,,rjburnsva,,0,@JetBlue why 730 and not 645 as scheduled?,,2/18/15 3:56,5.68016E+17,,Eastern Time (US & Canada)
681459730,FALSE,finalized,3,2/25/15 1:56,negative,1,Late Flight,1,Delta,,rjburnsva,,0,@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?,,2/18/15 3:51,5.68015E+17,,Eastern Time (US & Canada)
681459731,FALSE,finalized,3,2/25/15 7:56,negative,1,Can't Tell,0.3823,Delta,,IsaacKarmel,,0,@JetBlue why is t that every time I fly jfk even more speed doesn't work waiting for 10 min #nogood,,2/18/15 3:50,5.68015E+17,,
681459732,FALSE,finalized,3,2/25/15 7:10,neutral,0.6703,,,Delta,,MerrickRealtor,,0,@JetBlue can I change my flight if I already printed my boarding pass?,,2/18/15 3:35,5.68011E+17,Merrick,America/New_York
681459733,FALSE,finalized,3,2/25/15 9:58,positive,1,,,Delta,,KarlaBaerga,,0,@JetBlue its always a pleasure ‰чј•ьЏ,,2/18/15 3:27,5.68009E+17,,Quito
681459734,FALSE,finalized,3,2/25/15 9:21,positive,0.6444,,,Delta,,yosoyfelixx_,,0,@JetBlue this is lovely!,,2/18/15 3:14,5.68006E+17,,
681459735,FALSE,finalized,3,2/25/15 7:52,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,,2/18/15 2:36,5.67996E+17,USA,Sydney
681459736,FALSE,finalized,3,2/25/15 1:03,neutral,1,,,Delta,,superstarpromo1,,0,"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",,2/18/15 2:23,5.67993E+17,NYC,
681459737,FALSE,finalized,3,2/25/15 1:19,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP,,2/18/15 1:36,5.67981E+17,USA,Sydney
681459738,FALSE,finalized,3,2/25/15 8:56,neutral,0.6872,,,Delta,,JetBlueNews,,0,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut,,2/18/15 1:05,5.67973E+17,USA,Sydney
681459739,FALSE,finalized,3,2/25/15 9:12,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,,2/18/15 0:36,5.67966E+17,USA,Sydney
681459740,FALSE,finalized,3,2/25/15 6:37,neutral,1,,,Delta,,JetBlueNews,,0,"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",,2/17/15 23:36,5.67951E+17,USA,Sydney
681459741,FALSE,finalized,3,2/25/15 5:42,positive,0.6764,,0,Delta,,JJBarraza,,0,@JetBlue Finally taking off! LAS-FLL-SJU #letsgo,,2/17/15 23:23,5.67948E+17,"Los Angeles, CA",Pacific Time (US & Canada)
681459742,FALSE,finalized,3,2/25/15 8:50,neutral,1,,,Delta,,ToTravelToLive,,0,@JetBlue Anywhere warm cause its freezing in NYC,,2/17/15 22:35,5.67936E+17,NYC,
681459743,FALSE,finalized,3,2/25/15 2:11,negative,1,Lost Luggage,0.6667,Delta,,cessymeacham,,0,"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",,2/17/15 22:17,5.67931E+17,Satellite Beach Fl.,Eastern Time (US & Canada)
681459744,FALSE,finalized,3,2/25/15 9:17,neutral,1,,,Delta,,Under4R,,0,"@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?",,2/17/15 21:31,5.67919E+17,"Milton, Massachusetts",
681459745,FALSE,finalized,3,2/25/15 9:52,negative,1,Can't Tell,1,Delta,,komal102,,0,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,,2/17/15 21:29,5.67919E+17,BOSTON,Eastern Time (US & Canada)
681459746,FALSE,finalized,3,2/25/15 3:11,negative,1,Customer Service Issue,1,Delta,,komal102,,0,@JetBlue We even went to the airport and were on the phone for hrs and no help at all. Everyone said different things.,,2/17/15 21:27,5.67918E+17,BOSTON,Eastern Time (US & Canada)
681459747,FALSE,finalized,3,2/25/15 9:46,negative,1,Late Flight,0.6496,Delta,,komal102,,0,@JetBlue People kept saying it was due to weather but there were flights going directly to boston even after our flight.,,2/17/15 21:26,5.67918E+17,BOSTON,Eastern Time (US & Canada)
681459748,FALSE,finalized,3,2/25/15 6:25,negative,0.6989,Flight Attendant Complaints,0.3763,Delta,,komal102,,0,@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it,,2/17/15 21:25,5.67918E+17,BOSTON,Eastern Time (US & Canada)
681459749,FALSE,finalized,3,2/25/15 1:16,negative,1,Cancelled Flight,1,Delta,,komal102,,0,"@JetBlue disappointed that my flight back to boston from PR was Cancelled Flightled,rebooked 4 the next day,delayed that one too, and no compensation",,2/17/15 21:22,5.67917E+17,BOSTON,Eastern Time (US & Canada)
681459750,FALSE,finalized,3,2/25/15 2:33,positive,1,,,Delta,,fialho_monica,,0,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",,2/17/15 21:16,5.67915E+17,,
681459751,FALSE,finalized,3,2/25/15 5:44,neutral,0.6557,,,Delta,,JetBlueNews,,0,@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx,,2/17/15 21:05,5.67913E+17,USA,Sydney
681459752,FALSE,finalized,3,2/25/15 2:21,positive,1,,,Delta,,thedonkeyshow,,0,@JetBlue awe you guys are great can't wait to travel with you again soon!!!,,2/17/15 20:59,5.67911E+17,"New York City, NY",Central Time (US & Canada)
681459753,FALSE,finalized,3,2/25/15 4:48,positive,1,,,Delta,,kimbetech,,0,@JetBlue yes! Announced we will take off. You're on it! Thank you!,,2/17/15 20:58,5.67911E+17,NYC,Eastern Time (US & Canada)
681459754,FALSE,finalized,3,2/25/15 5:08,positive,1,,,Delta,,bekiweki,,0,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",,2/17/15 20:43,5.67907E+17,"Provo, UT",Central Time (US & Canada)
681459755,FALSE,finalized,3,2/25/15 5:47,neutral,0.6853,,0,Delta,,bekiweki,,0,"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party.",,2/17/15 20:42,5.67907E+17,"Provo, UT",Central Time (US & Canada)
681459756,FALSE,finalized,3,2/25/15 1:02,positive,0.6635,,0,Delta,,lynn_with_an_A,,1,@JetBlue it's been a while since I've angry tweeted an airline. Apparently you read my mind before I could bitch. Thank you for the credit.,,2/17/15 20:40,5.67906E+17,"Brooklyn, NY",Quito
681459757,FALSE,finalized,3,2/25/15 1:21,neutral,0.68,,0,Delta,,michaelhakimkan,,0,@JetBlue it was at JFK airport right now,,2/17/15 20:36,5.67906E+17,,
681459758,FALSE,finalized,3,2/25/15 9:03,neutral,0.6714,,0,Delta,,bekiweki,,0,@JetBlue That's pretty nice. Are flight credits automatically given after the flight? I also wish there were a lounge I could sleep in.,,2/17/15 20:35,5.67905E+17,"Provo, UT",Central Time (US & Canada)
681459759,FALSE,finalized,3,2/25/15 1:03,positive,1,,,Delta,,NYC_TAM,,0,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",,2/17/15 20:35,5.67905E+17,,
681459760,FALSE,finalized,3,2/25/15 8:57,negative,1,Customer Service Issue,0.6559,Delta,,michaelhakimkan,,0,"@JetBlue She claimed that she did, but I was not happy with the way I was treated.",,2/17/15 20:34,5.67905E+17,,
681459761,FALSE,finalized,3,2/25/15 2:17,negative,1,Damaged Luggage,0.7113,Delta,,michaelhakimkan,,0,"@JetBlue ripped my suitcase. I then was yelled at with attitude from Geraldine, your employee at the baggage center.Worst airline= #jetblue",,2/17/15 20:30,5.67904E+17,,
681459762,FALSE,finalized,3,2/25/15 7:50,negative,0.6154,Customer Service Issue,0.3187,Delta,,ChicDisheveled,,0,"@JetBlue shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! #jetbluejfk","[32.73130971, -117.20222555]",2/17/15 20:29,5.67904E+17,"San Diego, CA",Arizona
681459763,FALSE,finalized,3,2/25/15 4:01,negative,1,Late Flight,0.7126,Delta,,bekiweki,,0,"@JetBlue That makes sense. It sucks, though, because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting.",,2/17/15 20:23,5.67902E+17,"Provo, UT",Central Time (US & Canada)
681459764,FALSE,finalized,3,2/25/15 6:59,positive,1,,,Delta,,mypumpkinheads,,0,@JetBlue thank you for help and quick response,,2/17/15 20:14,5.679E+17,,Eastern Time (US & Canada)
681459765,FALSE,finalized,3,2/25/15 2:54,neutral,0.6421,,,Delta,,JetBlueNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/bTb4awQtln,,2/17/15 20:05,5.67898E+17,USA,Sydney
681459766,FALSE,finalized,3,2/25/15 7:13,neutral,1,,,Delta,,mypumpkinheads,,0,@JetBlue flight 705. EWR to FLL,,2/17/15 20:02,5.67897E+17,,Eastern Time (US & Canada)
681459767,FALSE,finalized,3,2/25/15 10:05,neutral,1,,,Delta,,SpiritED_Dixon,,0,@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y,,2/17/15 19:59,5.67896E+17,USA,
681459768,FALSE,finalized,3,2/25/15 0:46,neutral,1,,,Delta,,mypumpkinheads,,0,@JetBlue don't know if u define that as a #ControllableIrregularity,,2/17/15 19:58,5.67896E+17,,Eastern Time (US & Canada)
681459769,FALSE,finalized,3,2/25/15 8:10,negative,0.7018,Cancelled Flight,0.3814,Delta,,mypumpkinheads,,0,@JetBlue the gate agent said our original plane got de-icing fluid in the engine that created a short so they took the plane out of service,,2/17/15 19:57,5.67896E+17,,Eastern Time (US & Canada)
681459770,FALSE,finalized,3,2/25/15 10:00,positive,0.6671,,0,Delta,,fanmla1,,0,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!",,2/17/15 19:50,5.67894E+17,,Eastern Time (US & Canada)
681459771,FALSE,finalized,3,2/25/15 5:20,negative,1,Late Flight,1,Delta,,mypumpkinheads,,0,@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail,,2/17/15 19:50,5.67894E+17,,Eastern Time (US & Canada)
681459772,FALSE,finalized,3,2/25/15 10:02,positive,0.6304,,,Delta,,Denaroche,,0,@Jetblue first airline to use #applepay in flight #airlines,,2/17/15 19:45,5.67893E+17,Scottsdale,Pacific Time (US & Canada)
681459773,FALSE,finalized,3,2/25/15 2:48,negative,1,Can't Tell,0.6529,Delta,,BFontanilla,,0,@JetBlue I hope your system wasn't hacked cause someone else's passport info was on my reservation &amp; I couldn't get my boarding pass,,2/17/15 19:44,5.67893E+17,"Orange County, USA",Pacific Time (US & Canada)
681459774,FALSE,finalized,3,2/25/15 9:35,positive,0.6411,,0,Delta,,reidcappel,,0,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,,2/17/15 19:42,5.67892E+17,"New Vernon,  NJ",Eastern Time (US & Canada)
681459775,FALSE,finalized,3,2/25/15 7:56,neutral,0.6925,,,Delta,,JetBlueNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Alaska Highway News http://t.co/tynchOeLac,,2/17/15 19:36,5.6789E+17,USA,Sydney
681459776,FALSE,finalized,3,2/25/15 5:22,negative,1,Late Flight,1,Delta,,TranquillityIW,,0,"@JetBlue honestly I‰ЫЄm glad you didn‰ЫЄt Cancelled Flight the flight, just that I‰ЫЄll be driving home at 3-4 am now. :/",,2/17/15 19:24,5.67887E+17,Somewhere in between,Eastern Time (US & Canada)
681459777,FALSE,finalized,3,2/25/15 5:50,negative,1,Lost Luggage,1,Delta,,Trufflebaby2,,0,@JetBlue bag just delivered and items have been stolen.  At first look - my Kate spade bag and bottle of spiced rum!  Wtf!!,,2/17/15 19:24,5.67887E+17,,
681459778,TRUE,golden,248,,negative,1,Cancelled Flight,1,Delta,negative,dannygilbs,Cancelled Flight,0,"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",,2/17/15 19:16,5.67885E+17,"New York, NY",Eastern Time (US & Canada)
681459779,FALSE,finalized,3,2/25/15 8:17,positive,1,,,Delta,,odie488,,0,@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,,2/17/15 18:58,5.67881E+17,,Central Time (US & Canada)
681459780,FALSE,finalized,3,2/25/15 4:33,negative,1,Late Flight,1,Delta,,GraceLavigne,,0,"@JetBlue flight delayed 3x(!) and still not taking off on time, &amp; greeting me at my seat (yes it's gum &amp; garbage): http://t.co/n9hmcrJChb",,2/17/15 18:52,5.67879E+17,,Eastern Time (US & Canada)
681459781,FALSE,finalized,3,2/25/15 9:45,positive,1,,,Delta,,MoniqueRose18,,0,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),,2/17/15 18:47,5.67878E+17,Boston,
681459782,FALSE,finalized,3,2/25/15 9:42,neutral,1,,,Delta,,Trufflebaby2,,0,@JetBlue sent,,2/17/15 18:40,5.67876E+17,,
681459783,FALSE,finalized,3,2/25/15 7:49,positive,0.6989,,,Delta,,cindylouwho821,,0,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine,,2/17/15 18:39,5.67876E+17,"Washington, DC",Central Time (US & Canada)
681459784,FALSE,finalized,3,2/25/15 5:56,neutral,1,,,Delta,,MoniqueRose18,,0,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,,2/17/15 18:39,5.67876E+17,Boston,
681459785,FALSE,finalized,3,2/25/15 6:24,positive,1,,,Delta,,Krocheima,,0,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,,2/17/15 18:35,5.67875E+17,Bahhhston.,Eastern Time (US & Canada)
681459786,FALSE,finalized,3,2/25/15 1:45,negative,0.6465,Lost Luggage,0.6465,Delta,,Trufflebaby2,,0,@JetBlue bag is supposedly here in Boston,,2/17/15 18:34,5.67875E+17,,
681459787,FALSE,finalized,3,2/25/15 2:06,neutral,1,,,Delta,,MoniqueRose18,,0,@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.,,2/17/15 18:33,5.67875E+17,Boston,
681459788,FALSE,finalized,3,2/25/15 4:46,negative,0.6476,Lost Luggage,0.6476,Delta,,Trufflebaby2,,0,@JetBlue I don't know- no one would tell me where they were coming from - I would guess so as that's where we had all the changes to flights,,2/17/15 18:30,5.67874E+17,,
681459789,FALSE,finalized,3,2/25/15 3:08,negative,0.6987,Lost Luggage,0.3493,Delta,,Trufflebaby2,,0,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy,,2/17/15 18:28,5.67873E+17,,
681459790,FALSE,finalized,3,2/25/15 9:04,neutral,1,,,Delta,,Trufflebaby2,,0,@JetBlue I have the emails that they are on their way,,2/17/15 18:27,5.67873E+17,,
681459791,FALSE,finalized,3,2/25/15 9:23,negative,1,Flight Attendant Complaints,0.6544,Delta,,mellamommy,,0,@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,,2/17/15 18:27,5.67873E+17,,
681459792,FALSE,finalized,3,2/25/15 10:59,negative,0.6504,Flight Booking Problems,0.3418,Delta,,mellamommy,,0,@JetBlue offered to pay for tix at the airport BC we were never told that our reservation didn't go through. Was told I could pay $2275 pp.,,2/17/15 18:25,5.67872E+17,,
681459793,FALSE,finalized,3,2/25/15 6:23,negative,1,Can't Tell,0.6495,Delta,,Trufflebaby2,,0,@JetBlue right now completely pissed off,,2/17/15 18:24,5.67872E+17,,
681459794,FALSE,finalized,3,2/25/15 9:46,negative,1,Lost Luggage,0.6512,Delta,,Trufflebaby2,,0,"@JetBlue I've had no shampoo, no winter coat no deodorant no flatiron and the rest if my stuff since sat",,2/17/15 18:24,5.67872E+17,,
681459795,FALSE,finalized,3,2/25/15 6:17,negative,1,Customer Service Issue,0.6682,Delta,,mellamommy,,0,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,,2/17/15 18:23,5.67872E+17,,
681459796,FALSE,finalized,3,2/25/15 9:37,negative,1,Customer Service Issue,1,Delta,,Trufflebaby2,,0,@JetBlue dispatcher keeps yelling and hung up on me!,,2/17/15 18:23,5.67872E+17,,
681459797,FALSE,finalized,3,2/25/15 5:27,negative,0.6252,Customer Service Issue,0.3307,Delta,,Trufflebaby2,,0,@JetBlue now when I call it's still at the warehouse and might be going out tonight,,2/17/15 18:23,5.67872E+17,,
681459798,FALSE,finalized,3,2/25/15 4:54,negative,1,Late Flight,0.6675,Delta,,Trufflebaby2,,0,@JetBlue they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,,2/17/15 18:22,5.67872E+17,,
681459799,FALSE,finalized,3,2/25/15 1:30,negative,1,Bad Flight,1,Delta,,Mister_17_5,,0,@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,,2/17/15 18:15,5.6787E+17,,Eastern Time (US & Canada)
681459800,FALSE,finalized,3,2/25/15 8:55,neutral,1,,,Delta,,PaulRivera88,,0,@JetBlue yep it's for tomorrow.,,2/17/15 18:07,5.67868E+17,,Eastern Time (US & Canada)
681459801,FALSE,finalized,3,2/25/15 3:04,negative,1,Customer Service Issue,0.654,Delta,,Analystdoc,,0,‰ЫП@JetBlue: @Analystdoc Unfortunately that's not an available option with our current system. Sorry guys. That's a certain #fail Fix it plz.,,2/17/15 18:05,5.67867E+17,"Greenwich, CT",
681459802,FALSE,finalized,3,2/25/15 3:20,negative,1,Customer Service Issue,0.66,Delta,,mellamommy,,0,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",,2/17/15 17:54,5.67865E+17,,
